name
Funcionario Policial
Administrativo
Obrero IAPEM
Libre Nombramiento y Remosion
Administrativo Comision de Servicio
Funcionario Comision de Servicio
Obrero Comision de Servicio
Administrativo Contratado
Empleado Fijo a Tiempo Completo
Obrero Fijo en Puesto Permanente
Empleado Contratado a Tiempo Determinado
Alto Nivel y Direccion
