name
CCP 01 MERIDA
CCP 02 JACINTO PLAZA
CCP 03 EJIDO
CCP 04 LAGUNILLAS
CCP 05 TOVAR
CCP 06 BAILADORES
CCP 07 CANAGUA
CCP 08 EL VIGIA
CCP 09 SANTA ELENA DE ARENALES
CCP 10 NUEVA BOLIVIA
CCP 11 MUCUCHIES
CCP 12 SANTO DOMINGO
CCP 13 TIMOTES
CCP 14 SANTA MARIA DE CAPARO
DIRECCION GENERAL
